날짜,검사수,검사수 증가량,영업 제한 시각,평균기온(°C),일강수량(mm),Won
20211002,0.8953311479699066,0.6718781347625461,0.5,0.7639484978540773,0.0,0.0
20211003,0.8979571566481357,0.41331575477916943,0.5,0.7982832618025751,0.0,0.0
20211004,0.900209081411274,0.3511937175775988,0.5,0.8111587982832618,0.046511627906976744,0.0
20211005,0.9028337956814925,0.4131007996331432,0.5,0.8261802575107297,0.0,0.07377353106779969
20211006,0.9070889462819813,0.6838583015677394,0.5,0.7231759656652361,0.082687338501292,0.02042703442551159
20211007,0.91166485118752,0.7371241867530308,0.5,0.7360515021459227,0.05943152454780361,0.07381091527213413
20211008,0.9158259414725651,0.6682382276231692,0.5,0.7231759656652361,0.04521963824289405,0.11446535130542272
20211009,0.9195949987181047,0.6031354790633687,0.5,0.7682403433476395,0.00516795865633075,0.0
20211010,0.9218199135007532,0.3467083201971855,0.5,0.7467811158798283,0.18346253229974158,0.0
20211011,0.9240429298183195,0.34639305264968046,0.5,0.6459227467811159,0.0038759689922480615,0.0
20211012,0.9266459843278256,0.4095038835229715,0.5,0.703862660944206,0.0,0.07125429346142637
20211013,0.9313783400149236,0.7631050987360637,0.5,0.740343347639485,0.0,0.08606301603553483
20211014,0.935170782898523,0.6070190020349087,0.5,0.7424892703862661,0.0,0.039092433589631305
20211015,0.9391542804045008,0.6387463815883752,0.5,0.7274678111587983,0.0,0.38956248273841587
20211016,0.9430949761522582,0.6316385314264423,0.5,0.5493562231759657,0.0,0.0
20211017,0.9450518621828259,0.3021982746266946,0.5,0.43991416309012876,0.0,0.0
20211018,0.9472507162175259,0.3423805565905248,0.5,0.5257510729613735,0.07235142118863049,0.03322082468028876
20211019,0.9516071758183182,0.7006821243300564,0.5,0.553648068669528,0.056847545219638244,0.13123076430098404
20211020,0.9557405657719344,0.6636381874982086,0.5,0.5236051502145923,0.0,0.021312811185353938
20211021,0.9598201083523057,0.6546960534235189,0.5,0.5300429184549357,0.0,0.11445937393909111
20211022,0.963735951466258,0.6275113926227394,0.5,0.5515021459227468,0.0,0.06297788838755061
20211023,0.967540389197423,0.6090109197214181,0.5,0.5643776824034334,0.0,0.0
20211024,0.9695692443133852,0.31414978074575106,0.5,0.5643776824034334,0.0,0.0
20211025,0.9717691338744936,0.3425525207073457,0.5,0.5708154506437768,0.0,0.031305837886831146
20211026,0.9759933912704606,0.6787280387492476,0.5,0.5987124463519313,0.0,0.08789941970559559
20211027,0.9802116943895782,0.677739245077527,0.5,0.6072961373390557,0.0,0.034172977476398365
20211028,0.9845158599067387,0.691997936430598,0.5,0.592274678111588,0.0,0.32334666448973615
20211029,0.9890548310370391,0.73099079991975,0.5,0.6330472103004292,0.0,0.06300230256180983
20211030,0.9929307200903945,0.6208764437820641,0.5,0.6158798283261803,0.0,0.0
20211031,0.9953784456386174,0.383709265999828,0.5,0.6223175965665236,0.00904392764857881,0.0
20211101,0.9955237645112847,0.0013613825914992432,0.5,0.5965665236051503,0.0,0.020510195206582062
20211102,0.9956608854665507,0.0,1.0,0.5665236051502146,0.0,0.1665657038835322
20211103,0.9958910312108522,0.015448109827749277,1.0,0.5793991416309012,0.0,0.050691455191597866
20211104,0.9961052125896885,0.01279699636009286,1.0,0.5793991416309012,0.0,0.398974909858291
20211105,0.9963073128270914,0.010790748330515031,1.0,0.5987124463519313,0.0,0.06104611684928978
20211106,0.9965012151470936,0.009429365739015792,1.0,0.6223175965665236,0.0,0.0
20211107,0.9966931327081459,0.009099767848442294,1.0,0.648068669527897,0.0,0.0
20211108,0.9968448373269991,0.0024218279785618094,1.0,0.5042918454935622,0.33204134366925064,0.04646780304475271
